candidate_id,recommendation,rank_score,title,year,doi,authors,source,matched_concepts,branch_files,duplicate_count,reason,human_review_required,metadata_only,scientific_evidence
1c8b291b75e5,EXCLUDE,0,Computer modelling of wire strands and ropes Part I: Theory and computer implementation,2011,10.1016/j.advengsoft.2011.02.008,Stanova E.; Fedorko G.; Fabian M.; Kmet S.,Advances in Engineering Software,wire_bundle,backward/B02.csv,0,Metadata does not show a concrete T1/T2/T3 mechanics threat.,True,True,False
77a9ad98a85d,EXCLUDE,0,Computer modelling of wire strands and ropes part II: Finite element-based applications,2011,10.1016/j.advengsoft.2011.02.010,Stanova E.; Fedorko G.; Fabian M.; Kmet S.,Advances in Engineering Software,wire_bundle,backward/B02.csv,0,Metadata does not show a concrete T1/T2/T3 mechanics threat.,True,True,False
30ee3991f336,EXCLUDE,0,Modelling of a self-centring damper and its application in structural control,2011,10.1016/j.jcsr.2010.11.014,Ma H.; Yam M.C.H.,Journal of Constructional Steel Research,,backward/B01.csv,0,Metadata does not show a concrete T1/T2/T3 mechanics threat.,True,True,False
c042099de4a0,EXCLUDE,0,Identification of an extended Bouc-Wen model with application to seismic protection through hysteretic devices,2010,10.1007/s00466-009-0451-y,Sireteanu T.; Giuclea M.; Mitu A.M.,Computational Mechanics,phase_hysteresis,backward/B01.csv,0,Metadata does not show a concrete T1/T2/T3 mechanics threat.,True,True,False
39ae746b2fcc,EXCLUDE,0,Parameters identification of Van der Pol-Duffing oscillators via particle swarm optimization and differential evolution,2010,10.1016/j.ymssp.2010.04.006,Quaranta G.; Monti G.; Marano G.C.,Mechanical Systems and Signal Processing,,backward/B01.csv,0,Metadata does not show a concrete T1/T2/T3 mechanics threat.,True,True,False
e25084b1285b,EXCLUDE,0,Nanoscale shape-memory alloys for ultrahigh mechanical damping,2009,10.1038/nnano.2009.142,Juan J.S.; Nó M.L.; Schuh C.A.,Nature Nanotechnology,phase_hysteresis,backward/B05.csv,0,Metadata does not show a concrete T1/T2/T3 mechanics threat.,True,True,False
5240b0a1f34f,EXCLUDE,0,Built in dampers for family homes via SMA: An ANSYS computation scheme based on mesoscopic and microscopic experimental analyses,2007,10.1016/j.engstruct.2006.08.028,Torra V.; Isalgue A.; Martorell F.; Terriault P.; Lovey F.C.,Engineering Structures,phase_hysteresis,backward/B01.csv,0,Metadata does not show a concrete T1/T2/T3 mechanics threat.,True,True,False
7407d84aaadc,EXCLUDE,0,Implementation of shape memory alloy dampers for passive control of structures subjected to seismic excitations,2007,10.1016/j.jcsr.2007.02.001,Motahari S.A.; Ghassemieh M.; Abolmaali S.A.,Journal of Constructional Steel Research,niti_sma,backward/B01.csv,0,Metadata does not show a concrete T1/T2/T3 mechanics threat.,True,True,False
53638d8ce6e5,EXCLUDE,0,"Effects of frequency, composition, hydrogen and twin boundary density on the internal friction of Ti50Ni50-xCux shape memory alloys",2006,10.1016/j.actamat.2006.06.018,Fan G.; Zhou Y.; Otsuka K.; Ren X.; Nakamura K.; Ohba T.; Suzuki T.; Yoshida I.; Yin F.,Acta Materialia,contact_friction; phase_hysteresis,backward/B05.csv,0,Metadata does not show a concrete T1/T2/T3 mechanics threat.,True,True,False
399c266cc788,EXCLUDE,0,On system identification and response prediction of degrading structures,2006,10.1002/stc.122,Ma F.; Ng C.H.; Ajavakom N.,Structural Control and Health Monitoring,bending_stiffness; phase_hysteresis,backward/B01.csv,0,Metadata does not show a concrete T1/T2/T3 mechanics threat.,True,True,False
fc19e67fd0af,EXCLUDE,0,"Past, present and future of nonlinear system identification in structural dynamics",2006,10.1016/j.ymssp.2005.04.008,Kerschen G.; Worden K.; Vakakis A.F.; Golinval J.-C.,Mechanical Systems and Signal Processing,,backward/B01.csv,0,Metadata does not show a concrete T1/T2/T3 mechanics threat.,True,True,False
58efd405791e,EXCLUDE,0,Nonlinear control of a shape memory alloy adaptive tuned vibration absorber,2005,10.1016/j.jsv.2005.01.018,Williams K.A.; Chiu G.T.-C.; Bernhard R.J.,Journal of Sound and Vibration,niti_sma,backward/B01.csv,0,Metadata does not show a concrete T1/T2/T3 mechanics threat.,True,True,False
7e8509ea17a8,EXCLUDE,0,A three-dimensional model describing stress-temperature induced solid phase transformations: Thermomechanical coupling and hybrid composite applications,2004,10.1002/nme.1087,Auricchio F.; Petrini L.,International Journal for Numerical Methods in Engineering,niti_sma,backward/B02.csv,0,Metadata does not show a concrete T1/T2/T3 mechanics threat.,True,True,False
eb3905fdef98,EXCLUDE,0,Parameter analysis of the differential model of hysteresis,2004,10.1115/1.1668082,Ma F.; Zhang H.; Bockstedte A.; Foliente G.C.; Paevere P.,"Journal of Applied Mechanics, Transactions ASME",phase_hysteresis,backward/B01.csv,0,Metadata does not show a concrete T1/T2/T3 mechanics threat.,True,True,False
019d6c8321e8,EXCLUDE,0,A hybrid computational strategy for identification of structural parameters,2003,10.1016/s0045-7949(02)00344-9,Koh C.G.; Chen Y.F.; Liaw C.-Y.,Computers and Structures,bending_stiffness,backward/B01.csv,0,Metadata does not show a concrete T1/T2/T3 mechanics threat.,True,True,False
0b738d637947,EXCLUDE,0,Nonclassical responses of oscillators with hysteresis,2003,10.1023/a:1024423626386,Lacarbonara W.; Vestroni F.,Nonlinear Dynamics,jamming; phase_hysteresis,backward/B01.csv,0,Metadata does not show a concrete T1/T2/T3 mechanics threat.,True,True,False
92a836c3f8a2,EXCLUDE,0,Wind tunnel study of the across-wind response of a slender tower with a nonlinear tuned mass damper,2003,10.1016/s0167-6105(03)00053-9,Gerges R.R.; Vickery B.J.,Journal of Wind Engineering and Industrial Aerodynamics,phase_hysteresis; wire_bundle,backward/B01.csv,0,Metadata does not show a concrete T1/T2/T3 mechanics threat.,True,True,False
8d6149c50e37,EXCLUDE,0,Optimization of hysteretic characteristics of damping devices based on pseudoelastic shape memory alloys,2002,10.1016/s0020-7462(02)00024-0,Masuda A.; Noori M.,International Journal of Non-Linear Mechanics,phase_hysteresis; pressure_control,backward/B01.csv,0,Metadata does not show a concrete T1/T2/T3 mechanics threat.,True,True,False
1aec36ffe27d,EXCLUDE,0,Identification of hysteretic systems using the differential evolution algorithm,2001,10.1006/jsvi.2001.3798,Kyprianou A.; Worden K.; Panet M.,Journal of Sound and Vibration,phase_hysteresis,backward/B01.csv,0,Metadata does not show a concrete T1/T2/T3 mechanics threat.,True,True,False
30b5cd6fe125,EXCLUDE,0,Effect of thermal cycling through the martensitic transition on the internal friction and Young's modulus of a Ni50.8Ti49.2 alloy,2000,10.1016/s0925-8388(00)00968-3,Coluzzi B.; Biscarini A.; Campanella R.; Mazzolai G.; Trotta L.; Mazzolai F.M,Journal of Alloys and Compounds,contact_friction; phase_hysteresis,backward/B05.csv,0,Metadata does not show a concrete T1/T2/T3 mechanics threat.,True,True,False
9f0b19e28426,EXCLUDE,0,Three-dimensional model for solids undergoing stress-induced phase transformations,1998,10.1016/s0997-7538(98)80005-3,Souza A.C.; Mamiya E.N.; Zouain N.,"European Journal of Mechanics, A/Solids",jamming,backward/B02.csv,0,Metadata does not show a concrete T1/T2/T3 mechanics threat.,True,True,False
7033e9fd7c90,EXCLUDE,0,Differential Evolution - A Simple and Efficient Heuristic for Global Optimization over Continuous Spaces,1997,10.1023/a:1008202821328,Storn R.; Price K.,Journal of Global Optimization,,backward/B01.csv,0,Metadata does not show a concrete T1/T2/T3 mechanics threat.,True,True,False
3e6b80bf3724,EXCLUDE,0,On the usage of differential evolution for function optimization,1996,,Storn Rainer,Biennial Conference of the North American Fuzzy Information Processing Society - NAFIPS,,backward/B01.csv,0,Metadata does not show a concrete T1/T2/T3 mechanics threat.,True,True,False
b85a38f948bb,EXCLUDE,0,Hysteresis modeling of wood joints and structural systems,1995,10.1061/(asce)0733-9445(1995)121:6(1013,Foliente G.C.,Journal of Structural Engineering (United States),bending_stiffness; phase_hysteresis,backward/B01.csv,0,Metadata does not show a concrete T1/T2/T3 mechanics threat.,True,True,False
97312103e091,EXCLUDE,0,Nonlinear structural damping described by the masing model and the method of slowly varying amplitude and phase,1995,10.115/detc-1995-0318,Gutzer U.; Seemann W.; Hagedorn P.,Proceedings of the ASME Design Engineering Technical Conference,phase_hysteresis,backward/B03.csv,0,Metadata does not show a concrete T1/T2/T3 mechanics threat.,True,True,False
fa82a13453ea,EXCLUDE,0,A Thermomechanical Model for a One Variant Shape Memory Material,1994,10.1177/1045389x9400500402,Ivshin Y.; Pence T.J.,Journal of Intelligent Material Systems and Structures,phase_hysteresis,backward/B01.csv,0,Metadata does not show a concrete T1/T2/T3 mechanics threat.,True,True,False
aaad4f7c737a,EXCLUDE,0,Study of wire rope systems for seismic protection of equipment in buildings,1993,10.1016/0141-0296(93)90036-4,Demetriades G.F.; Constantinou M.C.; Reinhorn A.M.,Engineering Structures,phase_hysteresis; wire_bundle,backward/B01.csv,0,Metadata does not show a concrete T1/T2/T3 mechanics threat.,True,True,False
f712a58d2266,EXCLUDE,0,Hysteretic behavior and empirical modeling of a wire-cable vibration isolator,1992,,Ko J.M.; Ni Y.Q.; Tian Q.L.,The International journal of analytical and experimental modal analysis,phase_hysteresis; wire_bundle,backward/B01.csv,0,Metadata does not show a concrete T1/T2/T3 mechanics threat.,True,True,False
9dc5ad39fcad,EXCLUDE,0,Modeling general hysteresis behavior and random vibration application,1986,10.1115/1.3269364,Baber T.T.; Noori M.N.,"Journal of Vibration and Acoustics, Transactions of the ASME",phase_hysteresis,backward/B01.csv,0,Metadata does not show a concrete T1/T2/T3 mechanics threat.,True,True,False
ff92e958eb22,EXCLUDE,0,Thermomechanics of transformation pseudoelasticity and shape memory effect in alloys,1986,10.1016/0749-6419(86)90016-1,Tanaka K.; Kobayashi S.; Sato Y.,International Journal of Plasticity,,backward/B02.csv,0,Metadata does not show a concrete T1/T2/T3 mechanics threat.,True,True,False
d000f8c3b06b,EXCLUDE,0,"Random vibration of degrading, pinching systems",1985,10.1061/(asce)0733-9399(1985)111:8(1010,Baber T.T.; Noori M.N.,Journal of Engineering Mechanics,bending_stiffness; contact_friction,backward/B01.csv,0,Metadata does not show a concrete T1/T2/T3 mechanics threat.,True,True,False
701a3219ee08,EXCLUDE,0,"RANDOM VIBRATION HYSTERETIC, DEGRADING SYSTEMS",1981,,Baber Thomas T.; Wen Yi Kwei,ASCE J Eng Mech Div,bending_stiffness,backward/B01.csv,0,Metadata does not show a concrete T1/T2/T3 mechanics threat.,True,True,False
a2bfc4da7724,EXCLUDE,0,METHOD FOR RANDOM VIBRATION OF HYSTERETIC SYSTEMS,1976,,Wen Yi-Kwei,ASCE J Eng Mech Div,phase_hysteresis,backward/B01.csv,0,Metadata does not show a concrete T1/T2/T3 mechanics threat.,True,True,False
4868a852f2ed,EXCLUDE,0,Effect of Low-Temperature Phase Changes on the Mechanical Properties of Alloys near Composition TiNi,1963,10.1063/1.1729603,Buehler W.J.; Gilfrich J.V.; Wiley R.C.,Journal of Applied Physics,phase_hysteresis,backward/B01.csv,0,Metadata does not show a concrete T1/T2/T3 mechanics threat.,True,True,False
